Operating System,Graphics Processing Type,Processor Speed,Color,GPU,Release Year,Brand,Processor,SSD Capacity,Price,Screen Size,RAM Size,Resolution
Windows 10 Home,Integrated/On-Board Graphics,2.40 GHz,Silver,Intel HD Graphics,2021,HP,Intel Core i5 11th Gen.,512 GB,"ILS 1,260.56",17.3 in,16 GB,1920 x 1080
Windows 10,Integrated/On-Board Graphics,1.60 GHz,Silver,Intel UHD Graphics,2020,Dell,Intel Core i5 10th Gen.,256 GB,"ILS 1,189.04",13.3 in,8 GB,1920 x 1080
Windows 10,Integrated/On-Board Graphics,3.90 GHz (2.80 GHz Base Frequency),Black,Intel HD Graphics 620,2022 (Refurbished),Dell,Intel Core i7 7th Gen.,2 TB,ILS 783.44,"14"" HD Matte Display",64 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,1.50 GHz,Black,Intel UHD Graphics,2021,Dell,Intel Core i3 11th Gen.,128 GB,"ILS 1,189.04",13 in,4 GB,1920 x 1280
Windows 11 Pro,Integrated/On-Board Graphics,2.40 GHz,Black,Intel HD Graphics 520,2018,Dell,Intel Core i5 6th Gen.,1 TB,ILS 626.92,13 in,16 GB,1366 x 768
Windows 11 Pro,Integrated/On-Board Graphics,2.60 GHz,Black,Intel HD Graphics 620,2019,Dell,Intel Core i5 7th Gen.,1 TB,ILS 731.51,13 in,16 GB,1024 x 768
Windows 10,Dedicated Graphics,1.1 GHz Base Up to 3.2GHz,Silver,Intel® UHD Graphics 605,2022,HP,3050U,up to 1TB SSD,"ILS 1,154.97",14 in,up to 16 GB,Widescreen LED
Windows 11 Home,Integrated/On-Board Graphics,2.40 GHz,Black,Intel UHD Graphics,2021,Dell,Intel Core i5 11th Gen.,256 GB,"ILS 1,359.39",15.6 in,8 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,2.40 GHz,Silver,Intel J4125,2022,Reborn,Intel,1 TB,"ILS 1,362.80",12.3 in,12 GB,3000 x 2000
Windows 10 Home,Integrated/On-Board Graphics,3.00 GHz,Gray,Intel UHD Graphics,2021,HP,Intel Core i3 11th Gen.,256 GB,"ILS 1,107.11",15.6 in,8 GB,1366 x 768
Windows 10 Pro,Integrated/On-Board Graphics,2.30 GHz,Gray,AMD Radeon Graphics,2021,Lenovo,AMD Ryzen 5,256 GB,"ILS 1,359.39",15.6 in,8 GB,1920 x 1080
Windows 11,Dedicated Graphics,"1.1 GHz base, up to 3.1GHz",Black,Intel UHD Graphics,2022,Dell,Intel Celeron N4020,up to 1TB SSD,"ILS 1,257.18",15.6 in,up to 16 GB,1366 x 768
Windows 11 Pro,Integrated/On-Board Graphics,1.70 GHz,Silver,Intel UHD Graphics 620,2020,HP,Intel Core i5 8th Gen.,1 TB,"ILS 1,254.46",13 in,32 GB,1920 x 1080
Windows 7,Dedicated Graphics,3.90 GHz,Black,AMD Radeon HD 8970m,2014,Alienware,intel core i7 4910mq,256 GB,"ILS 1,362.80",17.3 in,16 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,2.50 GHz,Black,NVIDIA GeForce GTX 1050,2018,Dell,i5-7300HQ,256 GB,"ILS 1,192.45",15.6 in,8 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,4.00 GHz,Silver,AMD Radeon Pro WX3100,2018,HP,Intel Core i7 8th Gen.,256 GB,"ILS 1,255.05",14 in,16 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,2.60 GHz,Black,NVIDIA GEFORCE MX150,2020,Dell,Intel Core i7 9th Gen.,256 GB,"ILS 1,189.04",14 in,8 GB,1920 x 1080
Windows 10,Integrated/On-Board Graphics,1.70 GHz,Black,Intel UHD Graphics 620,2018,Lenovo,Intel Core i5 8th Gen.,See variations,ILS 947.11,14 in,See variations,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,2.40 GHz,Gray,Intel Iris Xe Graphics,2021,Dell,Intel Core i5 11th Gen.,256 GB,"ILS 1,158.38",14 in,8 GB,1920 x 1080
Windows 10,Integrated/On-Board Graphics,2.10 GHz,Blue,Integrated AMD Radeon Graphics,2020,Lenovo,AMD Ryzen 5,256 GB,"ILS 1,105.57",14 in,8 GB,1920 x 1080
Windows 10 Home,Integrated/On-Board Graphics,1.00 GHz,Silver,Intel UHD Graphics,2020,Microsoft,Intel Core i5 10th Gen.,128 GB,"ILS 1,334.58",12.4 in,8 GB,1536 x 1024
Windows 10,Integrated/On-Board Graphics,4.20ghz,Silver,Intel Iris Xe Graphics,2021,ASUS,intel core i5-11th gen quad core,512 GB,"ILS 1,318.48",17.3 in,8 GB,1920 x 1080
macOS,Integrated/On-Board Graphics,2.30 GHz,Silver,Intel Iris Plus Graphics 640,2017,Apple,Intel Core i5 7th Gen.,256 GB,"ILS 1,673.41",13.3 in,8 GB,2560x1600
Windows 10,Dedicated Graphics,2.60 GHz,Space Grey,GTX 960M,2018,Dell,Intel Core i7 6th Gen.,480GB,"ILS 1,655.59",15 in,16 GB,3840 x 2160
Windows 11 Home,Integrated/On-Board Graphics,1.80 GHz,Grey,AMD Radeon Graphics,2021,ASUS,AMD Ryzen 7,512 GB,"ILS 1,673.45",14 in,16 GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,2.60 GHz,Black,Intel(R) UHD Graphics 5300,2019,Dell,Intel Core M,1 TB,"ILS 1,257.18",11.6 in,16 GB,1920 x 1080
Windows 10,Dedicated Graphics,2.60 GHz,Black,NVIDIA GeForce RTX 2060,2020,Razer,Intel Core i7 10th Gen.,512 GB,"ILS 1,673.41",15.6 in,16 GB,1920 x 1080
Windows 10,Dedicated Graphics,2.60 GHz,Black,NVIDIA GeForce GTX 1660 Ti,2020,HP,Intel Core i7 9th Gen.,256 GB,"ILS 1,430.94",15.6 in,16 GB,1920 x 1080
Windows 11,Integrated Intel Graphics,Up to 4.1 GHz,Silver,Integrated Intel UHD Graphics,2022,Acer,Core i3-1115G4,Upto 1 TB,"ILS 1,291.25",15.6 in,Up to 20 GB,Full HD (1920 x 1080)
Windows 11 Pro,Integrated/On-Board Graphics,2.60 GHz,Black,Intel HD Graphics 620,2018,Dell,Intel Core i5 7th Gen.,1 TB,ILS 626.92,12.5 in,16 GB,1920 x 1080
Windows 10 Professional,Integrated/On-Board Graphics,1.60 GHz,Black,Intel UHD Graphics 620,2018,Dell,Intel Core i5 8th Gen.,256 GB,"ILS 1,192.33",14 in,8 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,1.60 GHz,Silver,Intel UHD Graphics 620,2020,Dell,Intel Core i5 8th Gen.,1 TB,"ILS 1,672.82","13""",8 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,2.80 GHz,Silver,Intel i7-1165G7,2020,HP,Intel,512 GB,"ILS 1,567.22",15.6 inches,512 GB,1080p
Windows 10 Home,Dedicated Graphics,4.10 GHz,Black,NVIDIA GeForce GTX 1650,2019,Lenovo,Intel Core i5 9th Gen.,1 TB,"ILS 1,652.53",15.6 in,8 GB,1920 x 1080
Windows 10,Dedicated Graphics,3.70 GHz,Black,AMD Radeon RX 560X,2019,ASUS,AMD Ryzen 5,256 GB,"ILS 1,627.43",15.6 in,8 GB,1920 x 1080
Windows 11,Dedicated Graphics,Up to 2.8GHz,Black,Intel UHD Graphics,2022,Dell,Intel Celeron N4020,up to 1TB SSD,"ILS 1,223.11",15.6 in,up to 16 GB,1366 x 768
Windows 10,Integrated/On-Board Graphics,4.20 GHz,Silver,Intel Iris Xe Graphics,2018,HP,Intel Core i5 11th Gen.,256 GB,"ILS 1,673.41",14 in,8 GB,1920 x 1080
Windows 10 Pro,Dedicated Graphics,2.60 GHz,Black,Nvidia geforce mx130,2019,Dell,Intel Core i7 8th Gen.,512 GB,"ILS 1,673.45",15.6 in,16 GB,1920 x 1280
Windows 10 Pro,Dedicated Graphics,2.60 GHz,Black,Nvidia geforce mx130,2019,Dell,Intel Core i7 8th Gen.,512 GB,"ILS 1,673.45",15.6 in,16 GB,1920 x 1280
Windows 10 Pro,Integrated/On-Board Graphics,3.00 GHz (1.60 GHz Base Frequency),Black,Intel HD Graphics,(Refurbished in 2023 by MAR),Dell,Intel Core i5 7th Gen.,512 GB,"ILS 1,482.01",14 in,16 GB,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,UP TO 4.5GHZ,Blue,Intel Iris Xe Graphics,2022,ASUS,Intel Core i5 12th Gen.,512 GB,"ILS 1,533.02",17.3 in,8 GB,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,1.70 GHz,Silver,Intel Iris Xe Graphics,2022,Acer,Intel Core i5 12th Gen.,512 GB,"ILS 1,567.19",14 in,16 GB,1920 x 1080
Windows 10 Home,Dedicated Graphics,2.50 GHz,Black,NVIDIA GeForce GTX 1650,2020,MSI,Intel Core i5 10th Gen.,256 GB,"ILS 1,618.33",15.6 in,8 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,1.90 GHz,Silver,NVIDIA GeForce GTX 1050,2018,Microsoft,Intel Core i7 8th Gen.,512 GB,"ILS 1,533.12",13.5 in,16 GB,3000 x 2000
Windows 10 Pro,Integrated/On-Board Graphics,2.60 GHz,Black,Intel HD 520 Graphics,2018,Dell,Intel Core i7 6th Gen,512 GB,"ILS 1,631.57",14 in,8 GB,1366 x 768
Windows 11 Pro,Integrated/On-Board Graphics,2.60 GHz,Black,Intel HD Graphics 620,2019,Dell,Intel Core i5 7th Gen.,1 TB,ILS 731.51,13 in,16 GB,1024 x 768
Windows 10 Pro,Integrated/On-Board Graphics,1.70 GHz,Silver,Intel UHD Graphics 620,2016,Dell,Intel Core i5 8th Gen.,250 GB,"ILS 1,443.35",13.3 in,8 GB,3200 x 1800
Windows 11,Dedicated Graphics,"1.1 GHz base, up to 3.1GHz",Black,Intel UHD Graphics,2022,Dell,Intel Celeron N4020,up to 1TB SSD,"ILS 1,257.18",15.6 in,up to 16 GB,1366 x 768
Windows 10,Dedicated Graphics,2.90 GHz,Black,Nvidia Quadro M2200,2018,Dell,Intel Xeon,512 GB,"ILS 1,461.60",15.6 in,64 GB,1920 x 1080
Windows 11,Integrated/On-Board Graphics,3.30 GHz,Gray,AMD Radeon Graphics,2021,Lenovo,AMD Ryzen 5,512 GB,"ILS 1,635.33",16 in,8 GB,2560 x 1600
Windows 11 Home,Integrated/On-Board Graphics,2.40 GHz,Silver,Intel Iris Xe Graphics,2020,Dell,Intel Core i5 11th Gen.,1 TB,"ILS 1,527.03",14.5 in,8 GB,2560 x 1600
Windows 11 Home,Integrated/On-Board Graphics,2.40 GHz,Gray,Intel Iris Xe Graphics,2021,Lenovo,Intel Core i5 11th Gen.,512 GB,"ILS 1,461.60",15.6 in,8 GB,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,AMD Athlon Gold 3150U Processor,Silver,AMD Radeon Graphics,2021,HP,AMD Athlon Gold 3150U Processor,512GB,"ILS 1,418.25",15.6 in,8 GB,1920 x 1080
Windows 10,Integrated/On-Board Graphics,3.90 GHz (2.80 GHz Base Frequency),Black,Intel HD Graphics 620,2022 (Refurbished),Dell,Intel Core i7 7th Gen.,2 TB,ILS 783.44,"14"" HD Matte Display",64 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,2.60GHz,Gray,Intel Iris Plus Graphics,2021,Dell,Intel Core i5 11th Gen.,256GB,"ILS 1,465.01",14 in,16GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,1.70 GHz,Black,Intel UHD Graphics 620,2018,Lenovo,Intel Core i7 8th Gen.,256 GB,"ILS 1,656.72",14 in,16 GB,1920 x 1080
Windows 10,Dedicated Graphics,2.50 GHz,Black,Nvidia Geforce 580M,2012,Alienware,i7-2670QM,1397 Gb,"ILS 1,516.12",17.3 in,12 GB,1920 x 1440
Windows 10 Home,Integrated/On-Board Graphics,1 GHz,Silver,Intel Iris Xe Graphics,2020,HP,Intel Core i5 10th Gen.,256 GB,"ILS 1,631.95",14 in,8 GB,1920 x 1080
Chrome OS,Integrated/On-Board Graphics,2.40 GHz,Storm Grey,Intel Iris Xe Graphics,2021,Lenovo,Intel Core i5 11th Gen.,256 GB,"ILS 1,422.43",14 in,8 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,1.70 GHz,Silver,Intel HD Graphics 620,2020,HP,Intel Core i5 8th Gen.,1 TB,"ILS 1,359.05",14 in,16 GB,1920 x 1080
Windows 10,Dedicated Graphics,1.1 GHz Base Up to 3.2GHz,Silver,Intel® UHD Graphics 605,2022,HP,3050U,up to 1TB SSD,"ILS 1,154.97",14 in,up to 16 GB,Widescreen LED
Windows 11 Home,Integrated/On-Board Graphics,AMD Athlon Gold 3150U Processor,Silver,AMD Radeon Graphics,2021,HP,AMD Athlon Gold 3150U Processor,512GB,"ILS 1,418.25",15.6 in,8 GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,1.00 GHz,Black,Intel UHD Graphics,2021,Dell,Intel Core i5 10th Gen.,256 GB,"ILS 1,669.27",15.6 in,32 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,1.70 GHz,Silver,Intel UHD Graphics 620,2020,HP,Intel Core i5 8th Gen.,1 TB,"ILS 1,254.46",13 in,32 GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,4.20 GHz,Silver,Intel Iris Xe Graphics,2021,HP,Intel Core i5 11th Gen.,500 GB,"ILS 1,482.05",14 in,16 GB,1920 x 1080
Windows 10,Integrated/On-Board Graphics,2.60 GHz,Silver,Intel Iris Xe Graphics,2021,Dell,i5-1135G7,512 GB,"ILS 1,601.26","14""",16 GB,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,2.40 GHz,Silver,Intel Iris Xe Graphics,2021,Dell,Intel Core i5 11th Gen.,256 GB,"ILS 1,461.60",13.3 in,8 GB,1920 x 1080
Windows 10,Integrated/On-Board Graphics,1.70 GHz,Black,Intel UHD Graphics 620,2018,Lenovo,Intel Core i5 8th Gen.,See variations,ILS 947.11,14 in,See variations,1920 x 1080
Windows 10 Home,Integrated/On-Board Graphics,3.6 GHz,Sandstone,Intel UHD Graphics,.,Microsoft,Intel Core i5 10th Gen.,256 GB,"ILS 1,447.98",12.4 in,8 GB,1536 x 1204
Windows 10,Integrated/On-Board Graphics,2.60 GHz,Silver,Intel Iris Xe Graphics,2021,Dell,i5-1135G7,256 GB,"ILS 1,447.98","14""",16 GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,1.90 GHz,Black,NVIDIA Quadro P520 Mobile,2020,Lenovo,Intel Core i7 8th Gen.,512 GB,"ILS 1,461.60",15.6 in,16 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,2.80 GHz,Black,Intel HD Graphics,2017,Lenovo,Intel Core i7 7th Gen.,512GB,"ILS 1,589.57",14 in,16 GB,1920 x 1080
Windows 10,Dedicated Graphics,2.60 GHz,Black,NVIDIA GeForce GTX 970M,2016,Razer,Intel Core i7 6th Gen.,256 GB,"ILS 1,533.15",14 in,16 GB,3200 x 1800
Windows 11 Home,Integrated/On-Board Graphics,4.40 GHz,Gold,Intel Iris Xe Graphics,2021,HP,Intel Core i5 11th Gen.,256 GB,"ILS 1,669.43",13 in,8 GB,1920 x 1080
Windows 10 Home,Dedicated Graphics,4.20 GHz,Black,NVIDIA GeForce GTX 1650,2021,Lenovo,AMD Ryzen 5,256 GB,"ILS 1,563.81",15.6 in,8 GB,1920 x 1080
Windows 10 Home,Integrated/On-Board Graphics,1.00 GHz,Sandstone,Intel UHD Graphics,2020,Microsoft,Intel Core i5 10th Gen.,128 GB,"ILS 1,413.87",12.4 in,8 GB,1536 x 1024
Windows 10 Pro,Integrated/On-Board Graphics,4.40 GHz,Grey,Intel Iris Xe Graphics,2021,Dell,Intel Core i5,256 GB,"ILS 1,589.74",14 in,8 GB,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,2.40 GHz,Silver,Intel Iris Xe Graphics,2021,HP,Intel Core i5 11th Gen.,256 GB,"ILS 1,464.84",15.6 in,8 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,2.40 GHz,Silver,Intel Iris Xe Graphics,2020,HP,Intel Core i5 11th Gen.,256 GB,"ILS 1,460.09",14 in,8 GB,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,4.00 GHz,Black,NVIDIA GeForce GTX 1050,2018,MSI,Intel Core i5 8th Gen.,256 GB,"ILS 1,690.14",15.6 in,8 GB,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,4.30 GHz,White,AMD Radeon Graphics,2022,HP,AMD Ryzen 5 5625U,256 GB,"ILS 1,632.81",13.3 in,16 GB,1920 x 1200
Windows 11 Home,Integrated/On-Board Graphics,1.80 GHz,Silver,Intel UHD Graphics 620,2019,Samsung,Intel Core i7 8th Gen.,256 GB,"ILS 1,533.12",13.3 in,8 GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,2.60 GHz,Gray,Intel Iris Xe Graphics,2021,Dell,Intel Core i5 11th Gen.,512 GB,"ILS 1,533.12",14 in,16 GB,1920 x 1080
Windows 10,Integrated/On-Board Graphics,1.90 GHz,Black,Intel UHD Graphics 620,2019,Lenovo,Intel Core i7 8th Gen.,512 HN,"ILS 1,529.74",14 in,16 GB,1920 x 1080
Windows 10 Home,Integrated/On-Board Graphics,3.00 GHz,Silver,Intel Iris Xe Graphics,2021,Dell,Intel Core i7 11th Gen.,256 GB,"ILS 1,529.74",14 in,16 GB,1920 x 1080
Windows 10 Home,Integrated/On-Board Graphics,1.10 GHz,Silver,Intel Iris Plus Graphics,2020,Acer,Core i5,256 GB,"ILS 1,601.12",13.5 in,8 GB,2256 x 1504
Windows 11 Home,Integrated/On-Board Graphics,2.30 GHz,Silver,AMD Radeon Graphics,2022,Dell,AMD Ryzen 5 5000 Series,512 GB,"ILS 1,427.53",14 in,8 GB,1920 x 1200
Windows 11 Pro,Integrated/On-Board Graphics,1.70 GHz,Silver,Intel UHD Graphics 620,2021,HP,Intel Core i5 8th Gen.,256 GB,"ILS 1,533.15",14 in,16 GB,1920 x 1080
Windows 10,Dedicated Graphics,1.80 GHz,Silver,Nvidia Geforce Mx150,2018,HP,Intel® Core™ i7-8550U 8th Gen,Optane,"ILS 1,567.19",17.3 in,12 GB,1920 x 1080
Chrome OS,Integrated/On-Board Graphics,1.30 GHz,Black,Integrated graphics,2019,Google,i5-8th Gen,128 GB,"ILS 1,619.07","13""",16 GB,1920 x 1080
Windows 10 Home,Integrated/On-Board Graphics,1.80 GHz,Silver,Intel UHD Graphics,2020,Samsung,Intel Core i7 10th Gen.,512 GB,"ILS 1,464.98",13.3 in,12 GB,1920 x 1080
Windows 10 Home,Integrated/On-Board Graphics,2.10 GHz,Black,AMD Radeon Graphics,2021,ASUS,AMD Ryzen 5,256 GB,"ILS 1,511.01",14 in,8 GB,1920 x 1080
macOS,Integrated/On-Board Graphics,2.30 GHz,Silver,Intel Iris Plus Graphics 640,2017,Apple,Intel Core i5 7th Gen.,256 GB,"ILS 1,673.41",13.3 in,8 GB,2560x1600
Windows 11 Pro,Integrated/On-Board Graphics,3.90 GHz,Black,Intel UHD Graphics 620,(Refurbished in 2023 by MAR),Dell,Intel Core i7 8th Gen.,1 TB,"ILS 1,700.10",14 in,16 GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,1.80 GHz,Gray,AMD Radeon Graphics,2021,Lenovo,AMD Ryzen 7 5000 Series,512 GB,"ILS 1,771.61",15.6 in,16 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,2.60 GHz,Black,NVIDIA GeForce GTX 1650,2021,Acer,Intel Core i7 10th Gen.,256 GB,"ILS 1,737.57",15.6 in,16 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,3.30 GHz,Black,NVIDIA GeForce RTX 3050 Ti,2021,ASUS,AMD R9 5900HS,1 TB,"ILS 1,771.64",13.4 in,16 GB,1920 x 1200
Windows 11 Pro,Integrated/On-Board Graphics,1.60 GHz,Silver,Intel UHD Graphics 620,2020,Dell,Intel Core i5 8th Gen.,1 TB,"ILS 1,672.82","13""",8 GB,1920 x 1080
Windows 10,Dedicated Graphics,2.20 GHz,Black,NVIDIA GeForce RTX 3070,2021,Alienware,Intel Core i7 10th Gen.,512 GB,"ILS 1,976.06",15.6 in,16 GB,1920 x 1080
Windows 11,Integrated/On-Board Graphics,2.80 GHz,Blue,Intel Iris Xe Graphics,2021,Samsung,Intel Core i7 11th Gen.,512 GB,"ILS 1,703.47",13.3 in,16 GB,1920 x 1080
Windows 10 Home,Integrated/On-Board Graphics,4.20 GHz,Silver,Intel Iris Xe Graphics,2021,HP,Intel Core i5 11th Gen.,512 GB,"ILS 1,873.68",15.6 in,8 GB,1920 x 1080
Windows 10,Integrated/On-Board Graphics,2.60 GHz,Silver,Intel Iris Xe Graphics,2021,Dell,Intel Core i5 11th Gen.,256 GB,"ILS 1,700.10",14 in,16 GB,1920 x 1080
Windows 11,Dedicated Graphics,Up to 2.8GHz,Black,Intel UHD Graphics,2022,Dell,Intel Celeron N4020,up to 1TB SSD,"ILS 1,223.11",15.6 in,up to 16 GB,1366 x 768
Windows 11 Home,Integrated/On-Board Graphics,2.40 GHz,Black,Intel Iris Xe Graphics,2021,Microsoft,Intel Core i5 11th Gen.,256 GB,"ILS 1,958.99",13 in,8 GB,2880 x 1920
Windows 11 Home,Dedicated Graphics,4.70 GHz,Black,NVIDIA GeForce RTX 3050 Ti,2022,MSI,Intel Core i7 12th Gen.,1 TB,"ILS 1,953.25",17.3 in,8 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,4.40 GHz,Silver,NVIDIA GeForce GTX 1650,2022,HP,Intel Core i5 12th Gen.,256 GB,"ILS 1,974.32",15.6 in,8 GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,2.60 GHz,Silver,Intel Iris Xe Graphics,2022,HP,Intel Core i5 11th Gen.,256 GB,"ILS 1,882.63",13.3 in,16 GB,1920 x 1080
Windows 10 Pro,Hybrid Graphics,3.00 GHz,Black,NVIDIA Quadro P3000,2017,HP,Intel Xeon,512 GB,"ILS 1,907.68",17.3 in,32 GB,1920 x 1080
"Windows 11 Pro 64, English",Dedicated Graphics,2.80 GHz,Graphite Grey,NVIDIA GeForce MX450,2021,Lenovo,Core i7,1 TB,"ILS 1,703.47","15.6""",16 GB,3840 x 2160
Windows 11,Dedicated Graphics,"2.4 GHz Base, Up to 4.2 GHz",Black,Intel UHD Graphics,2022,Dell,Intel Core i5-1135G7,Up to 1TB,"ILS 1,768.24",15.6 in,up to 32 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,2.60 GHz,Grey,Integrated,2018,HP,Intel Core i7 8th Gen.,500 GB,"ILS 1,882.63",15.6 in,32 GB,4K
Windows 11,Integrated Intel Graphics,Up to 4.1 GHz,Silver,Integrated Intel UHD Graphics,2022,Acer,Core i3-1115G4,Upto 1 TB,"ILS 1,291.25",15.6 in,Up to 20 GB,Full HD (1920 x 1080)
Windows 11 Home,Dedicated Graphics,3.30 GHz,Black,NVIDIA GeForce RTX 3050 Ti,2022,ASUS,AMD Ryzen 9 6000 Series,1 TB,"ILS 1,703.33",13.4 in,16 GB,1920 x 1200
Windows 10 Pro,Integrated/On-Board Graphics,1.2 GHz,Gray,Intel Iris Xe Graphics,2021,Dell,Intel Core i7 11th Gen.,512 GB,"ILS 1,873.78",15.6 in,16 GB,1920 x 1080
Windows 10,Integrated/On-Board Graphics,2.80 GHz,Silver,Intel Iris Xe Graphics,2021,ASUS,Intel Core i7-1165G7,512 GB,"ILS 1,980.29",15.6 in,12 GB,1920 x 1080
Windows 11 Home,Dedicated Graphics,2.20GHz,Black,NVIDIA GeForce GTX 1070 w/ Max-Q Design,2018,Razer Blade,Intel Core i7-8750H,128GB,"ILS 1,873.82",15.6 in,16 GB,1920 x 1080
Windows 11 Pro,Dedicated Graphics,1.90 GHz,Silver,GeForce GTX 1060,2017,Microsoft,Intel Core i7 8th Gen.,512 GB,"ILS 1,703.47",15 in,16 GB,3240×2160
Windows 10 Home,Hybrid Graphics,2.50 GHz,Black,NVIDIA GeForce GTX 1650,2020,Acer,Core i5,256 GB,"ILS 1,740.95",15.6 in,8 GB,1920 x 1080
Windows 11 Pro,Integrated/On-Board Graphics,2.60 GHz,Black,Intel HD Graphics 620,2019,Dell,Intel Core i5 7th Gen.,1 TB,ILS 731.51,13 in,16 GB,1024 x 768
Windows 11 Home,Integrated/On-Board Graphics,2.40 GHz,Silver,Intel HD Graphics,2021,Microsoft,Intel Core i5 11th Gen.,128 GB,"ILS 1,958.99",13 in,8 GB,2880 x 1920
Windows 10 Home,Integrated/On-Board Graphics,4.20 GHz,Silver,Intel Iris Xe Graphics,2021,HP,Intel Core i5 11th Gen.,512 GB,"ILS 1,869.59",15.6 in,8 GB,1920 x 1080
Windows 11,Dedicated Graphics,"1.1 GHz base, up to 3.1GHz",Black,Intel UHD Graphics,2022,Dell,Intel Celeron N4020,up to 1TB SSD,"ILS 1,257.18",15.6 in,up to 16 GB,1366 x 768
Windows 10 Pro,Dedicated Graphics,2.60 GHz,Black,Nvidia Quadro P1000,0,Lenovo,Intel Core i7 8th Gen.,512 GB,"ILS 1,700.10",15.6 in,32 GB,1920 x 1080
Windows 10,Integrated/On-Board Graphics,1.80 GHz,Grey,NVIDIA GeForce MX250,2020,Huawei,Intel Core i7 8th Gen.,512 GB,"ILS 1,987.22",13.9 in,8 GB,3000 x 2000
Windows 11,Integrated/On-Board Graphics,2.80 GHz,Silver,Intel Iris Xe Graphics,2021,Acer,Intel Core i7 11th Gen.,512 GB,"ILS 1,882.63",14 in,8 GB,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,2.40 GHz,Black,Intel Iris Xe Graphics,2021,Microsoft,Intel Core i5 11th Gen.,256 GB,"ILS 1,836.38",13 in,8 GB,2880 x 1920
Windows 10,Integrated/On-Board Graphics,3.90 GHz (2.80 GHz Base Frequency),Black,Intel HD Graphics 620,2022 (Refurbished),Dell,Intel Core i7 7th Gen.,2 TB,ILS 783.44,"14"" HD Matte Display",64 GB,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,2.30 GHz,Black,Intel Iris Xe Graphics,2022,ASUS,Intel Core i7 12th Gen.,512 GB,"ILS 1,959.03",16 in,16 GB,1920 x 1200
Windows 10 Home,Integrated/On-Board Graphics,4.40 GHz,Blue,Intel Iris Xe Graphics,2022,ASUS,Intel Core i5 11th Gen.,256 GB,"ILS 1,873.82",14 in,8 GB,2880 x 1800
Windows 11 Home,Integrated/On-Board Graphics,2.40 GHz,Silver,Intel Iris Xe Graphics,2021,HP,Intel Core i5-1135G7,1TB,"ILS 1,703.47",17.3 in,12 GB,1600x900
Windows 10 S,Integrated Intel UHD Graphics,"3.0 GHz base, up to 4.1 GHz",Sand,Integrated Intel UHD Graphics,2021,Lenovo,Intel® Core™ i3-1115G4,up to 1TB,"ILS 1,563.81",15.6 in,up to 20GB DDR4,1920 x 1080
Windows 11 Home,Integrated/On-Board Graphics,2.40 GHz,Silver,Intel HD Graphics,2021,Microsoft,Intel Core i5 11th Gen.,128 GB,"ILS 1,907.92",13 in,8 GB,2880 x 1920
Windows 10 Pro,Hybrid Graphics,1.10 GHz,Black,NVIDIA Quadro P520,2020,Lenovo,Intel Core i7 10th Gen.,512 GB,"ILS 1,873.85",15.6 in,16 GB,1920 x 1080
Windows 10 Pro,Integrated/On-Board Graphics,2.60 GHz,Silver,Intel Iris Xe Graphics,2022,HP,Intel Core i5 11th Gen.,256 GB,"ILS 1,700.10",14 in,16 GB,1920 x 1080
